#DEAL_UNIQUE_ID, FROM_CURRENCY_ISO_CODE, TO_CURRENCY_ISO_CODE, DEAL_TIMESTAMP, DEAL_AMOUNT
144,USD,INR,1/1/1970 0:00,14400
145,AED,INR,1/1/1970 0:00,14500
146,USD,INR,1/1/1970 0:00,14600
147,AED,INR,1/1/1970 0:00,14700
148,USD,INR,1/1/1970 0:00,14800
149,AED,INR,1/1/1970 0:00,14900
150,USD,INR,1/1/1970 0:00,15000
151,AED,INR,1/1/1970 0:00,15100
152,USD,INR,1/1/1970 0:00,15200
153,AED,INR,1/1/1970 0:00,15300
154,USD,INR,1/1/1970 0:00,15400
155,AED,INR,1/1/1970 0:00,15500
156,USD,INR,1/1/1970 0:00,15600
157,AED,INR,1/1/1970 0:00,15700
158,USD,INR,1/1/1970 0:00,15800
159,AED,INR,1/1/1970 0:00,15900
160,USD,INR,1/1/1970 0:00,16000
161,AED,INR,1/1/1970 0:00,16100
162,USD,INR,1/1/1970 0:00,16200
163,AED,INR,1/1/1970 0:00,16300
164,USD,INR,1/1/1970 0:00,16400
165,AED,INR,1/1/1970 0:00,16500
166,USD,INR,1/1/1970 0:00,16600
167,AED,INR,1/1/1970 0:00,16700
168,USD,INR,1/1/1970 0:00,16800
169,AED,INR,1/1/1970 0:00,16900
170,USD,INR,1/1/1970 0:00,17000
171,AED,INR,1/1/1970 0:00,17100
172,USD,INR,1/1/1970 0:00,17200
173,AED,INR,1/1/1970 0:00,17300
174,USD,INR,1/1/1970 0:00,17400
175,AED,INR,1/1/1970 0:00,17500
176,USD,INR,1/1/1970 0:00,17600
177,AED,INR,1/1/1970 0:00,17700
178,USD,INR,1/1/1970 0:00,17800
179,AED,INR,1/1/1970 0:00,17900
180,USD,INR,1/1/1970 0:00,18000
181,AED,INR,1/1/1970 0:00,18100
182,USD,INR,1/1/1970 0:00,18200
183,AED,INR,1/1/1970 0:00,18300
184,USD,INR,1/1/1970 0:00,18400
185,AED,INR,1/1/1970 0:00,18500
186,USD,INR,1/1/1970 0:00,18600
187,AED,INR,1/1/1970 0:00,18700
188,USD,INR,1/1/1970 0:00,18800
189,AED,INR,1/1/1970 0:00,18900
190,USD,INR,1/1/1970 0:00,19000
191,AED,INR,1/1/1970 0:00,19100
192,USD,INR,1/1/1970 0:00,19200
193,AED,INR,1/1/1970 0:00,19300
194,USD,INR,1/1/1970 0:00,19400
195,AED,INR,1/1/1970 0:00,19500
196,USD,INR,1/1/1970 0:00,19600
197,AED,INR,1/1/1970 0:00,19700
198,USD,INR,1/1/1970 0:00,19800
199,AED,INR,1/1/1970 0:00,19900
200,USD,INR,1/1/1970 0:00,20000
201,AED,INR,1/1/1970 0:00,20100
202,USD,INR,1/1/1970 0:00,20200
203,AED,INR,1/1/1970 0:00,20300
204,USD,INR,1/1/1970 0:00,20400
205,AED,INR,1/1/1970 0:00,20500
206,USD,INR,1/1/1970 0:00,20600
207,AED,INR,1/1/1970 0:00,20700
208,USD,INR,1/1/1970 0:00,20800
209,AED,INR,1/1/1970 0:00,20900
210,USD,INR,1/1/1970 0:00,21000
211,AED,INR,1/1/1970 0:00,21100
212,USD,INR,1/1/1970 0:00,21200
213,AED,INR,1/1/1970 0:00,21300
214,USD,INR,1/1/1970 0:00,21400
215,AED,INR,1/1/1970 0:00,21500
216,USD,INR,1/1/1970 0:00,21600
217,AED,INR,1/1/1970 0:00,21700
218,USD,INR,1/1/1970 0:00,21800
219,AED,INR,1/1/1970 0:00,21900
220,USD,INR,1/1/1970 0:00,22000
221,AED,INR,1/1/1970 0:00,22100
222,USD,INR,1/1/1970 0:00,22200
223,AED,INR,1/1/1970 0:00,22300
224,USD,INR,1/1/1970 0:00,22400
225,AED,INR,1/1/1970 0:00,22500
226,USD,INR,1/1/1970 0:00,22600
227,AED,INR,1/1/1970 0:00,22700
228,USD,INR,1/1/1970 0:00,22800
229,AED,INR,1/1/1970 0:00,22900
230,USD,INR,1/1/1970 0:00,23000
231,AED,INR,1/1/1970 0:00,23100
232,USD,INR,1/1/1970 0:00,23200
233,AED,INR,1/1/1970 0:00,23300
234,USD,INR,1/1/1970 0:00,23400
235,AED,INR,1/1/1970 0:00,23500
236,USD,INR,1/1/1970 0:00,23600
237,AED,INR,1/1/1970 0:00,23700
238,USD,INR,1/1/1970 0:00,23800
239,AED,INR,1/1/1970 0:00,23900
240,USD,INR,1/1/1970 0:00,24000
241,AED,INR,1/1/1970 0:00,24100
242,USD,INR,1/1/1970 0:00,24200
243,AED,INR,1/1/1970 0:00,24300
244,USD,INR,1/1/1970 0:00,24400
245,AED,INR,1/1/1970 0:00,24500
246,USD,INR,1/1/1970 0:00,24600
247,AED,INR,1/1/1970 0:00,24700
248,USD,INR,1/1/1970 0:00,24800
249,AED,INR,1/1/1970 0:00,24900
250,USD,INR,1/1/1970 0:00,25000
251,AED,INR,1/1/1970 0:00,25100
252,USD,INR,1/1/1970 0:00,25200
253,AED,INR,1/1/1970 0:00,25300
254,USD,INR,1/1/1970 0:00,25400
255,AED,INR,1/1/1970 0:00,25500
256,USD,INR,1/1/1970 0:00,25600
257,AED,INR,1/1/1970 0:00,25700
258,USD,INR,1/1/1970 0:00,25800
259,AED,INR,1/1/1970 0:00,25900
260,USD,INR,1/1/1970 0:00,26000
261,AED,INR,1/1/1970 0:00,26100
262,USD,INR,1/1/1970 0:00,26200
263,AED,INR,1/1/1970 0:00,26300
264,USD,INR,1/1/1970 0:00,26400
265,AED,INR,1/1/1970 0:00,26500
266,USD,INR,1/1/1970 0:00,26600
267,AED,INR,1/1/1970 0:00,26700
268,USD,INR,1/1/1970 0:00,26800
269,AED,INR,1/1/1970 0:00,26900
270,USD,INR,1/1/1970 0:00,27000
271,AED,INR,1/1/1970 0:00,27100
272,USD,INR,1/1/1970 0:00,27200
273,AED,INR,1/1/1970 0:00,27300
274,USD,INR,1/1/1970 0:00,27400
275,AED,INR,1/1/1970 0:00,27500
276,USD,INR,1/1/1970 0:00,27600
277,AED,INR,1/1/1970 0:00,27700
278,USD,INR,1/1/1970 0:00,27800
279,AED,INR,1/1/1970 0:00,27900
280,USD,INR,1/1/1970 0:00,28000
281,AED,INR,1/1/1970 0:00,28100
282,USD,INR,1/1/1970 0:00,28200
283,AED,INR,1/1/1970 0:00,28300
284,USD,INR,1/1/1970 0:00,28400
285,AED,INR,1/1/1970 0:00,28500
286,USD,INR,1/1/1970 0:00,28600
287,AED,INR,1/1/1970 0:00,28700
288,USD,INR,1/1/1970 0:00,28800
289,AED,INR,1/1/1970 0:00,28900
290,USD,INR,1/1/1970 0:00,29000
291,AED,INR,1/1/1970 0:00,29100
292,USD,INR,1/1/1970 0:00,29200
293,AED,INR,1/1/1970 0:00,29300
294,USD,INR,1/1/1970 0:00,29400
295,AED,INR,1/1/1970 0:00,29500
296,USD,INR,1/1/1970 0:00,29600
297,AED,INR,1/1/1970 0:00,29700
298,USD,INR,1/1/1970 0:00,29800
299,AED,INR,1/1/1970 0:00,29900
300,USD,INR,1/1/1970 0:00,30000
301,AED,INR,1/1/1970 0:00,30100
302,USD,INR,1/1/1970 0:00,30200
303,AED,INR,1/1/1970 0:00,30300
304,USD,INR,1/1/1970 0:00,30400
305,AED,INR,1/1/1970 0:00,30500
306,USD,INR,1/1/1970 0:00,30600
307,AED,INR,1/1/1970 0:00,30700
308,USD,INR,1/1/1970 0:00,30800
309,AED,INR,1/1/1970 0:00,30900
310,USD,INR,1/1/1970 0:00,31000
311,AED,INR,1/1/1970 0:00,31100
312,USD,INR,1/1/1970 0:00,31200
313,AED,INR,1/1/1970 0:00,31300
314,USD,INR,1/1/1970 0:00,31400
315,AED,INR,1/1/1970 0:00,31500
316,USD,INR,1/1/1970 0:00,31600
317,AED,INR,1/1/1970 0:00,31700
318,USD,INR,1/1/1970 0:00,31800
319,AED,INR,1/1/1970 0:00,31900
320,USD,INR,1/1/1970 0:00,32000
321,AED,INR,1/1/1970 0:00,32100
322,USD,INR,1/1/1970 0:00,32200
323,AED,INR,1/1/1970 0:00,32300
324,USD,INR,1/1/1970 0:00,32400
325,AED,INR,1/1/1970 0:00,32500
326,USD,INR,1/1/1970 0:00,32600
327,AED,INR,1/1/1970 0:00,32700
328,USD,INR,1/1/1970 0:00,32800
329,AED,INR,1/1/1970 0:00,32900
330,USD,INR,1/1/1970 0:00,33000
331,AED,INR,1/1/1970 0:00,33100
332,USD,INR,1/1/1970 0:00,33200
333,AED,INR,1/1/1970 0:00,33300
334,USD,INR,1/1/1970 0:00,33400
335,AED,INR,1/1/1970 0:00,33500
336,USD,INR,1/1/1970 0:00,33600
337,AED,INR,1/1/1970 0:00,33700
338,USD,INR,1/1/1970 0:00,33800
339,AED,INR,1/1/1970 0:00,33900
340,USD,INR,1/1/1970 0:00,34000
341,AED,INR,1/1/1970 0:00,34100
342,USD,INR,1/1/1970 0:00,34200
343,AED,INR,1/1/1970 0:00,34300
344,USD,INR,1/1/1970 0:00,34400
345,AED,INR,1/1/1970 0:00,34500
346,USD,INR,1/1/1970 0:00,34600
347,AED,INR,1/1/1970 0:00,34700
348,USD,INR,1/1/1970 0:00,34800
349,AED,INR,1/1/1970 0:00,34900
350,USD,INR,1/1/1970 0:00,35000
351,AED,INR,1/1/1970 0:00,35100
352,USD,INR,1/1/1970 0:00,35200
353,AED,INR,1/1/1970 0:00,35300
354,USD,INR,1/1/1970 0:00,35400
355,AED,INR,1/1/1970 0:00,35500
356,USD,INR,1/1/1970 0:00,35600
357,AED,INR,1/1/1970 0:00,35700
358,USD,INR,1/1/1970 0:00,35800
359,AED,INR,1/1/1970 0:00,35900
360,USD,INR,1/1/1970 0:00,36000
361,AED,INR,1/1/1970 0:00,36100
362,USD,INR,1/1/1970 0:00,36200
363,AED,INR,1/1/1970 0:00,36300
364,USD,INR,1/1/1970 0:00,36400
365,AED,INR,1/1/1970 0:00,36500
366,USD,INR,1/1/1970 0:00,36600
367,AED,INR,1/1/1970 0:00,36700
368,USD,INR,1/1/1970 0:00,36800
369,AED,INR,1/1/1970 0:00,36900
370,USD,INR,1/1/1970 0:00,37000
371,AED,INR,1/1/1970 0:00,37100
372,USD,INR,1/1/1970 0:00,37200
373,AED,INR,1/1/1970 0:00,37300
374,USD,INR,1/1/1970 0:00,37400
375,AED,INR,1/1/1970 0:00,37500
376,USD,INR,1/1/1970 0:00,37600
377,AED,INR,1/1/1970 0:00,37700
378,USD,INR,1/1/1970 0:00,37800
379,AED,INR,1/1/1970 0:00,37900
380,USD,INR,1/1/1970 0:00,38000
381,AED,INR,1/1/1970 0:00,38100
382,USD,INR,1/1/1970 0:00,38200
383,AED,INR,1/1/1970 0:00,38300
384,USD,INR,1/1/1970 0:00,38400
385,AED,INR,1/1/1970 0:00,38500
386,USD,INR,1/1/1970 0:00,38600
387,AED,INR,1/1/1970 0:00,38700
388,USD,INR,1/1/1970 0:00,38800
389,AED,INR,1/1/1970 0:00,38900
390,USD,INR,1/1/1970 0:00,39000
391,AED,INR,1/1/1970 0:00,39100
392,USD,INR,1/1/1970 0:00,39200
393,AED,INR,1/1/1970 0:00,39300
394,USD,INR,1/1/1970 0:00,39400
395,AED,INR,1/1/1970 0:00,39500
396,USD,INR,1/1/1970 0:00,39600
397,AED,INR,1/1/1970 0:00,39700
398,USD,INR,1/1/1970 0:00,39800
399,AED,INR,1/1/1970 0:00,39900
400,USD,INR,1/1/1970 0:00,40000
401,AED,INR,1/1/1970 0:00,40100
402,USD,INR,1/1/1970 0:00,40200
403,AED,INR,1/1/1970 0:00,40300
404,USD,INR,1/1/1970 0:00,40400
405,AED,INR,1/1/1970 0:00,40500
406,USD,INR,1/1/1970 0:00,40600
407,AED,INR,1/1/1970 0:00,40700
408,USD,INR,1/1/1970 0:00,40800
409,AED,INR,1/1/1970 0:00,40900
410,USD,INR,1/1/1970 0:00,41000
411,AED,INR,1/1/1970 0:00,41100
412,USD,INR,1/1/1970 0:00,41200
413,AED,INR,1/1/1970 0:00,41300
414,USD,INR,1/1/1970 0:00,41400
415,AED,INR,1/1/1970 0:00,41500
416,USD,INR,1/1/1970 0:00,41600
417,AED,INR,1/1/1970 0:00,41700
418,USD,INR,1/1/1970 0:00,41800
419,AED,INR,1/1/1970 0:00,41900
420,USD,INR,1/1/1970 0:00,42000
421,AED,INR,1/1/1970 0:00,42100
422,USD,INR,1/1/1970 0:00,42200
423,AED,INR,1/1/1970 0:00,42300
424,USD,INR,1/1/1970 0:00,42400
425,AED,INR,1/1/1970 0:00,42500
426,USD,INR,1/1/1970 0:00,42600
427,AED,INR,1/1/1970 0:00,42700
428,USD,INR,1/1/1970 0:00,42800
429,AED,INR,1/1/1970 0:00,42900
430,USD,INR,1/1/1970 0:00,43000
431,AED,INR,1/1/1970 0:00,43100
432,USD,INR,1/1/1970 0:00,43200
433,AED,INR,1/1/1970 0:00,43300
434,USD,INR,1/1/1970 0:00,43400
435,AED,INR,1/1/1970 0:00,43500
436,USD,INR,1/1/1970 0:00,43600
437,AED,INR,1/1/1970 0:00,43700
438,USD,INR,1/1/1970 0:00,43800
439,AED,INR,1/1/1970 0:00,43900
440,USD,INR,1/1/1970 0:00,44000
441,AED,INR,1/1/1970 0:00,44100
442,USD,INR,1/1/1970 0:00,44200
443,AED,INR,1/1/1970 0:00,44300
444,USD,INR,1/1/1970 0:00,44400
445,AED,INR,1/1/1970 0:00,44500
446,USD,INR,1/1/1970 0:00,44600
447,AED,INR,1/1/1970 0:00,44700
448,USD,INR,1/1/1970 0:00,44800
449,AED,INR,1/1/1970 0:00,44900
450,USD,INR,1/1/1970 0:00,45000
451,AED,INR,1/1/1970 0:00,45100
452,USD,INR,1/1/1970 0:00,45200
453,AED,INR,1/1/1970 0:00,45300
454,USD,INR,1/1/1970 0:00,45400
455,AED,INR,1/1/1970 0:00,45500
456,USD,INR,1/1/1970 0:00,45600
457,AED,INR,1/1/1970 0:00,45700
458,USD,INR,1/1/1970 0:00,45800
459,AED,INR,1/1/1970 0:00,45900
460,USD,INR,1/1/1970 0:00,46000
461,AED,INR,1/1/1970 0:00,46100
462,USD,INR,1/1/1970 0:00,46200
463,AED,INR,1/1/1970 0:00,46300
464,USD,INR,1/1/1970 0:00,46400
465,AED,INR,1/1/1970 0:00,46500
466,USD,INR,1/1/1970 0:00,46600
467,AED,INR,1/1/1970 0:00,46700
468,USD,INR,1/1/1970 0:00,46800
469,AED,INR,1/1/1970 0:00,46900
470,USD,INR,1/1/1970 0:00,47000
471,AED,INR,1/1/1970 0:00,47100
472,USD,INR,1/1/1970 0:00,47200
473,AED,INR,1/1/1970 0:00,47300
474,USD,INR,1/1/1970 0:00,47400
475,AED,INR,1/1/1970 0:00,47500
476,USD,INR,1/1/1970 0:00,47600
477,AED,INR,1/1/1970 0:00,47700
478,USD,INR,1/1/1970 0:00,47800
479,AED,INR,1/1/1970 0:00,47900
480,USD,INR,1/1/1970 0:00,48000
481,AED,INR,1/1/1970 0:00,48100
482,USD,INR,1/1/1970 0:00,48200
483,AED,INR,1/1/1970 0:00,48300
484,USD,INR,1/1/1970 0:00,48400
485,AED,INR,1/1/1970 0:00,48500
486,USD,INR,1/1/1970 0:00,48600
487,AED,INR,1/1/1970 0:00,48700
488,USD,INR,1/1/1970 0:00,48800
489,AED,INR,1/1/1970 0:00,48900
490,USD,INR,1/1/1970 0:00,49000
491,AED,INR,1/1/1970 0:00,49100
492,USD,INR,1/1/1970 0:00,49200
493,AED,INR,1/1/1970 0:00,49300
494,USD,INR,1/1/1970 0:00,49400
495,AED,INR,1/1/1970 0:00,49500
496,USD,INR,1/1/1970 0:00,49600
497,AED,INR,1/1/1970 0:00,49700
498,USD,INR,1/1/1970 0:00,49800
499,AED,INR,1/1/1970 0:00,49900
500,USD,INR,1/1/1970 0:00,50000
501,AED,INR,1/1/1970 0:00,50100
502,USD,INR,1/1/1970 0:00,50200
503,AED,INR,1/1/1970 0:00,50300
504,USD,INR,1/1/1970 0:00,50400
505,AED,INR,1/1/1970 0:00,50500
506,USD,INR,1/1/1970 0:00,50600
507,AED,INR,1/1/1970 0:00,50700
508,USD,INR,1/1/1970 0:00,50800
509,AED,INR,1/1/1970 0:00,50900
510,USD,INR,1/1/1970 0:00,51000
511,AED,INR,1/1/1970 0:00,51100
512,USD,INR,1/1/1970 0:00,51200
513,AED,INR,1/1/1970 0:00,51300
514,USD,INR,1/1/1970 0:00,51400
515,AED,INR,1/1/1970 0:00,51500
516,USD,INR,1/1/1970 0:00,51600
517,AED,INR,1/1/1970 0:00,51700
518,USD,INR,1/1/1970 0:00,51800
519,AED,INR,1/1/1970 0:00,51900
520,USD,INR,1/1/1970 0:00,52000
521,AED,INR,1/1/1970 0:00,52100
522,USD,INR,1/1/1970 0:00,52200
523,AED,INR,1/1/1970 0:00,52300
524,USD,INR,1/1/1970 0:00,52400
525,AED,INR,1/1/1970 0:00,52500
526,USD,INR,1/1/1970 0:00,52600
527,AED,INR,1/1/1970 0:00,52700
528,USD,INR,1/1/1970 0:00,52800
529,AED,INR,1/1/1970 0:00,52900
530,USD,INR,1/1/1970 0:00,53000
531,AED,INR,1/1/1970 0:00,53100
532,USD,INR,1/1/1970 0:00,53200
533,AED,INR,1/1/1970 0:00,53300
534,USD,INR,1/1/1970 0:00,53400
535,AED,INR,1/1/1970 0:00,53500
536,USD,INR,1/1/1970 0:00,53600
537,AED,INR,1/1/1970 0:00,53700
538,USD,INR,1/1/1970 0:00,53800
539,AED,INR,1/1/1970 0:00,53900
540,USD,INR,1/1/1970 0:00,54000
541,AED,INR,1/1/1970 0:00,54100
542,USD,INR,1/1/1970 0:00,54200
543,AED,INR,1/1/1970 0:00,54300
544,USD,INR,1/1/1970 0:00,54400
545,AED,INR,1/1/1970 0:00,54500
546,USD,INR,1/1/1970 0:00,54600
547,AED,INR,1/1/1970 0:00,54700
548,USD,INR,1/1/1970 0:00,54800
549,AED,INR,1/1/1970 0:00,54900
550,USD,INR,1/1/1970 0:00,55000
551,AED,INR,1/1/1970 0:00,55100
552,USD,INR,1/1/1970 0:00,55200
553,AED,INR,1/1/1970 0:00,55300
554,USD,INR,1/1/1970 0:00,55400
555,AED,INR,1/1/1970 0:00,55500
556,USD,INR,1/1/1970 0:00,55600
557,AED,INR,1/1/1970 0:00,55700
558,USD,INR,1/1/1970 0:00,55800
559,AED,INR,1/1/1970 0:00,55900
560,USD,INR,1/1/1970 0:00,56000
561,AED,INR,1/1/1970 0:00,56100
562,USD,INR,1/1/1970 0:00,56200
563,AED,INR,1/1/1970 0:00,56300
564,USD,INR,1/1/1970 0:00,56400
565,AED,INR,1/1/1970 0:00,56500
566,USD,INR,1/1/1970 0:00,56600
567,AED,INR,1/1/1970 0:00,56700
568,USD,INR,1/1/1970 0:00,56800
569,AED,INR,1/1/1970 0:00,56900
570,USD,INR,1/1/1970 0:00,57000
571,AED,INR,1/1/1970 0:00,57100
572,USD,INR,1/1/1970 0:00,57200
573,AED,INR,1/1/1970 0:00,57300
574,USD,INR,1/1/1970 0:00,57400
575,AED,INR,1/1/1970 0:00,57500
576,USD,INR,1/1/1970 0:00,57600
577,AED,INR,1/1/1970 0:00,57700
578,USD,INR,1/1/1970 0:00,57800
579,AED,INR,1/1/1970 0:00,57900
580,USD,INR,1/1/1970 0:00,58000
581,AED,INR,1/1/1970 0:00,58100
582,USD,INR,1/1/1970 0:00,58200
583,AED,INR,1/1/1970 0:00,58300
584,USD,INR,1/1/1970 0:00,58400
585,AED,INR,1/1/1970 0:00,58500
586,USD,INR,1/1/1970 0:00,58600
587,AED,INR,1/1/1970 0:00,58700
588,USD,INR,1/1/1970 0:00,58800
589,AED,INR,1/1/1970 0:00,58900
590,USD,INR,1/1/1970 0:00,59000
591,AED,INR,1/1/1970 0:00,59100
592,USD,INR,1/1/1970 0:00,59200
593,AED,INR,1/1/1970 0:00,59300
594,USD,INR,1/1/1970 0:00,59400
595,AED,INR,1/1/1970 0:00,59500
596,USD,INR,1/1/1970 0:00,59600
597,AED,INR,1/1/1970 0:00,59700
598,USD,INR,1/1/1970 0:00,59800
599,AED,INR,1/1/1970 0:00,59900
600,USD,INR,1/1/1970 0:00,60000
601,AED,INR,1/1/1970 0:00,60100
602,USD,INR,1/1/1970 0:00,60200
603,AED,INR,1/1/1970 0:00,60300
604,USD,INR,1/1/1970 0:00,60400
605,AED,INR,1/1/1970 0:00,60500
606,USD,INR,1/1/1970 0:00,60600
607,AED,INR,1/1/1970 0:00,60700
608,USD,INR,1/1/1970 0:00,60800
609,AED,INR,1/1/1970 0:00,60900
610,USD,INR,1/1/1970 0:00,61000
611,AED,INR,1/1/1970 0:00,61100
612,USD,INR,1/1/1970 0:00,61200
613,AED,INR,1/1/1970 0:00,61300
614,USD,INR,1/1/1970 0:00,61400
615,AED,INR,1/1/1970 0:00,61500
616,USD,INR,1/1/1970 0:00,61600
617,AED,INR,1/1/1970 0:00,61700
618,USD,INR,1/1/1970 0:00,61800
619,AED,INR,1/1/1970 0:00,61900
620,USD,INR,1/1/1970 0:00,62000
621,AED,INR,1/1/1970 0:00,62100
622,USD,INR,1/1/1970 0:00,62200
623,AED,INR,1/1/1970 0:00,62300
624,USD,INR,1/1/1970 0:00,62400
625,AED,INR,1/1/1970 0:00,62500
626,USD,INR,1/1/1970 0:00,62600
627,AED,INR,1/1/1970 0:00,62700
628,USD,INR,1/1/1970 0:00,62800
629,AED,INR,1/1/1970 0:00,62900
